,표준ID,정류장명,ARS-ID,X좌표,Y좌표,epsg5179_x,epsg5179_y
0,100000001,종로2가사거리,1001,126.9877499,37.56976513,1952389.593,954764.1786
1,100000002,창경궁.서울대학교병원,1002,126.996566,37.57918302,1953430.255,955548.3152
2,100000003,명륜3가.성대입구,1003,126.9983401,37.58267117,1953816.41,955707.0305
3,100000004,종로2가.삼일교,1004,126.9876131,37.56857927,1952258.093,954751.3806
4,100000005,혜화동로터리.여운형활동터,1005,127.001744,37.586243,1954211.089,956009.6743
5,100000006,경기상고,1101,126.9693635,37.58755022,1954371.776,953151.6441
6,100000007,신교동,1102,126.9702654,37.58326577,1953895.986,953228.5901
7,100000008,경기상고,1103,126.9697701,37.58719079,1954331.696,953187.3167
8,100000009,경복고교,1104,126.9710437,37.58511319,1954100.562,953298.4625
9,100000010,청운중학교,1105,126.9725135,37.58785196,1954403.686,953429.9384
10,100000011,자하문고개.윤동주문학관,1106,126.9671262,37.59218662,1954887.282,952957.0362
11,100000012,자하문고개.윤동주문학관,1107,126.9671907,37.59233532,1954903.748,952962.824
12,100000013,청운중학교,1108,126.9724613,37.58812858,1954434.402,953425.5022
13,100000014,경복고교,1109,126.9711547,37.58496634,1954084.214,953308.1711
14,100000015,통인시장종로구보건소,1110,126.97105,37.5803257,1953569.409,953296.028
15,100000016,통인시장종로구보건소,1111,126.9713851,37.58051321,1953590.046,953325.7331
16,100000017,효자동,1112,126.970621,37.58309104,1953876.424,953259.8778
17,100000018,사직단.어린이도서관,1113,126.9679907,37.57513553,1952995.109,953022.6425
18,100000019,사직동주민센터,1114,126.9713245,37.57618346,1953109.71,953317.6792
19,100000020,경복궁역,1115,126.972196,37.57686669,1953185.079,953395.0595
20,100000021,경복궁역,1116,126.9722829,37.57767139,1953274.313,953403.2343
21,100000022,경복궁,1117,126.9787471,37.57557679,1953038.741,953972.73
22,100000023,KT광화문지사,1118,126.9773193,37.57240648,1952687.71,953844.6959
23,100000025,광화문,1120,126.9763839,37.5698454,1952404.031,953760.5115
24,100000028,서울역사박물관.경교장.강북삼성병원,1123,126.971248,37.570023,1952426.274,953307.078
25,100000029,광화문.금호아시아나본관앞,1124,126.9731336,37.57028804,1952454.744,953473.7573
26,100000030,광화문,1125,126.975837,37.570365,1952461.947,953712.5371
27,100000031,세종문화회관,1126,126.9765653,37.57265774,1952715.957,953778.2688
28,100000032,서울지방경찰청.경복궁역,1127,126.9714843,37.57574466,1953060.948,953331.5159
29,100000033,사직단,1128,126.968189,37.57485535,1952963.925,953039.9769
30,100000034,광화문광화문빌딩,1129,126.9765459,37.56945075,1952360.167,953774.5736
31,100000035,덕성여중고,1130,126.982017,37.57590175,1953073.197,954261.667
32,100000036,안국역.종로경찰서.인사동,1131,126.9839958,37.57606956,1953090.853,954436.5001
33,100000037,국민은행세검정지점,1132,126.960888,37.60466298,1956274.625,952414.2603
34,100000038,세검정초등학교,1133,126.9612198,37.60250228,1956034.736,952442.1719
35,100000039,세검정.상명대,1134,126.9587224,37.6007326,1955839.665,952220.5943
36,100000040,상명대입구.석파랑,1135,126.9585702,37.59941335,1955693.377,952206.3154
37,100000041,하림각,1136,126.9617068,37.59813307,1955549.744,952482.3807
38,100000042,자하문터널입구.석파정,1137,126.9636435,37.59559351,1955267.012,952651.7342
39,100000043,부암동주민센터.무계원,1138,126.9639574,37.59273806,1954950.054,952677.6365
40,100000044,부암동주민센터.무계원,1139,126.9651419,37.59278617,1954954.796,952782.2365
41,100000045,자하문터널입구.석파정,1140,126.9639776,37.59555757,1955262.857,952681.2052
42,100000046,하림각,1141,126.9622153,37.59814765,1955551.104,952527.2779
43,100000047,상명대입구.세검정교회,1142,126.9592406,37.59961633,1955715.556,952265.6238
44,100000048,세검정.상명대,1143,126.9589343,37.60055246,1955819.572,952239.1841
45,100000049,세검정초등학교,1144,126.9614329,37.60226807,1956008.643,952460.8333
46,100000051,국민은행세검정지점,1146,126.9612088,37.60471919,1956280.698,952442.6123
47,100000053,승가사입구,1148,126.956306,37.61158441,1957044.862,952014.2653
48,100000054,구기동현대빌라,1149,126.9564576,37.6100355,1956872.939,952026.6505
49,100000055,구기터널.삼성출판박물관,1150,126.9562103,37.60860989,1956714.899,952003.9073
50,100000056,구기터널.삼성출판박물관,1151,126.9564167,37.6083054,1956681.012,952021.9292
51,100000057,구기동,1152,126.9585298,37.60696445,1956531.161,952207.5803
52,100000058,구기동,1153,126.9591017,37.6070088,1956535.791,952258.0873
53,100000059,승가사입구,1154,126.956482,37.61148,1957033.188,952029.7319
54,100000060,갑을씨티텔앞,1155,126.963535,37.60437097,1956240.889,952647.7194
55,100000061,평창파출소,1156,126.9660433,37.60532237,1956345.181,952869.7221
56,100000062,평창동주민센터,1157,126.9695663,37.60660737,1956485.984,953181.4913
57,100000063,일성아파트,1158,126.9729985,37.60876631,1956723.803,953485.7797
58,100000064,롯데아파트,1159,126.9764662,37.61042956,1956906.622,953792.8771
59,100000065,롯데아파트,1160,126.976652,37.610248,1956886.387,953809.1637
60,100000066,벽산평창힐스아파트,1161,126.972797,37.60819,1956659.964,953467.6357
61,100000067,예능교회,1162,126.97,37.606517,1956475.741,953219.7153
62,100000068,서울예술고등학교.평창동주민센터,1163,126.9676276,37.60577876,1956395.022,953009.8502
63,100000069,화정박물관,1164,126.9648103,37.60450382,1956254.986,952760.3715
64,100000072,독립문역.서대문형무소역사관,1167,126.9594644,37.57321269,1952786.076,952268.5221
65,100000073,서대문.서울시교육청,1168,126.9645273,37.56825381,1952233.352,952712.4649
66,100000075,독립문,1171,126.9615633,37.57117332,1952558.753,952452.5684
67,100000076,창덕궁.서울돈화문국악당,1172,126.9885394,37.57754057,1953251.861,954838.5941
68,100000077,무교동,1173,126.9802682,37.56924238,1952335.224,954103.1586
69,100000078,청계1가.광교,1174,126.9849267,37.56868439,1952271.053,954514.2083
70,100000079,청계2가.수표교,1175,126.9906742,37.56843718,1952240.86,955021.6212
71,100000080,청계4가.세운교,1176,126.9964906,37.56886912,1952286.013,955535.5256
72,100000081,청계5가.광장시장,1177,126.9997974,37.56945128,1952349.041,955827.8919
73,100000102,원남동,1198,126.9973383,37.57453251,1952913.938,955613.747
74,100000103,창덕궁.서울돈화문국악당,1199,126.9878777,37.57719464,1953213.8,954779.9571
75,100000104,안국역.종로경찰서.인사동,1200,126.9842426,37.5757849,1953059.152,954458.1195
76,100000105,조계사,1201,126.9832244,37.57236602,1952680.337,954366.1246
77,100000106,조계사,1202,126.9828259,37.57248581,1952693.821,954331.008
78,100000107,안국동,1203,126.9827201,37.57461057,1952929.604,954322.963
79,100000108,종로5가.효제동.김상옥의거터,1204,127.00223,37.5745,1952908.031,956045.6797
80,100000109,종로5가.효제초등학교,1205,127.0021442,37.57287901,1952728.23,956037.1504
81,100000116,종로5가,1212,127.0021827,37.5705596,1952470.885,956039.1868
82,100000117,청계6가.동대문시장,1213,127.0028494,37.56983511,1952390.195,956097.6363
83,100000118,동대문,1214,127.0084126,37.57172624,1952597.422,956590.012
84,100000119,충신동,1215,127.0062788,37.57402235,1952853.152,956402.9226
85,100000121,충신동,1217,127.0063434,37.57446028,1952901.708,956408.8823
86,100000122,현대그룹빌딩,1218,127.000533,37.575873,1953061.154,955896.6392
87,100000123,통신대(이화장),1219,127.002437,37.578043,1953301.013,956066.0402
88,100000124,혜화역.마로니에공원,1220,127.0022769,37.58111949,1953642.41,956053.7118
89,100000125,혜화역.서울대병원입구,1221,127.0019395,37.58106363,1953636.37,956023.8881
90,100000126,통신대(이화장),1222,127.0019938,37.57812967,1953310.836,956026.9571
91,100000127,이화동(이화장),1223,127.0006951,37.57611936,1953088.41,955911.0982
92,100000128,창경궁.서울대학교병원,1224,126.9968717,37.57882799,1953390.721,955575.0969
93,100000129,이화동(이화장),1225,127.0032708,37.57593729,1953067.005,956138.4286
94,100000130,혜화동로터리,1226,127.0007247,37.58576463,1954158.494,955919.399
95,100000131,명륜동2가.성균관대입구,1227,126.9993988,37.58333349,1953889.393,955800.8983
96,100000132,혜화역.서울연극센터(장면총리가옥),1228,127.0013282,37.58402281,1953964.964,955971.656
97,100000133,혜화역.동성중고(장면총리가옥),1229,127.0017177,37.58456977,1954025.464,956006.3676
98,100000135,종로구민회관.창신동두산아파트,1231,127.0155555,37.57409268,1952856.691,957222.1287
99,100000139,동묘역앞,1235,127.0156014,37.57168496,1952589.545,957224.8047
100,100000140,동묘역앞,1236,127.0158879,37.57189848,1952613.104,957250.2265
101,100000142,창신3동주민센터,1238,127.015178,37.578413,1953336.181,957191.2675
102,100000143,숭인1동주민센터,1239,127.0155486,37.57877205,1953375.847,957224.1963
103,100000144,동묘역.롯데캐슬천지인,1240,127.0158024,37.57418005,1952866.272,957243.9807
104,100000147,신설동로터리,1243,127.0227802,37.57592883,1953057.138,957861.1294
105,100000150,구기동현대빌라,1246,126.956622,37.609682,1956833.635,952040.9336
106,100000151,광장시장,1247,126.9977438,37.56949631,1952355.004,955646.5672
107,100000153,혜화경찰서,1249,126.9974788,37.57258074,1952697.332,955624.9954
108,100000154,서울역사박물관.김구집무실(경교장),1250,126.9721318,37.56990034,1952412.227,953385.0486
109,100000155,청계3가.관수교,1251,126.9937794,37.56868879,1952267.293,955295.9925
110,100000156,청계6가.버들다리,1252,127.0080377,37.56993039,1952398.354,956555.8629
111,100000157,청계7가.맑은내다리,1253,127.0129554,37.56999753,1952403.541,956990.1758
112,100000158,청계8가.영도교,1254,127.0182311,37.57094659,1952506.433,957456.6038
113,100000159,원남동사거리,1256,126.9982147,37.57572287,1953045.589,955691.8411
114,100000165,숭인동,1262,127.0204373,37.57427215,1952874.391,957653.3102
115,100000169,조계사,1267,126.9831609,37.57280034,1952728.554,954360.7822
116,100000174,세종문화회관,1272,126.9763658,37.57333352,1952791.03,953761.0697
117,100000179,이화동(이화장),1277,127.002955,37.576257,1953102.623,956110.7307
118,100000180,상명대정문,1278,126.9550207,37.60161972,1955939.977,951894.4083
119,100000181,이북오도청,1279,126.9558883,37.61305032,1957207.712,951978.342
120,100000188,상명대입구.세검정교회,1286,126.9597922,37.59944351,1955696.102,952314.2052
121,100000189,상명대입구.석파랑,1287,126.9581941,37.59957181,1955711.149,952173.2171
122,100000190,종로중부새마을금고,1288,127.0065911,37.57241749,1952674.956,956429.5648
123,100000191,신설동로터리.신한은행앞.서울풍물시장,1289,127.0231183,37.5743861,1952885.828,957890.1153
124,100000192,청계2가.삼일교,1291,126.9872214,37.56844587,1952243.482,954716.7088
125,100000193,청계8가.황학교,1292,127.022787,37.57213073,1952635.754,957859.5897
126,100000329,광화문,1762,126.9738332,37.57032604,1952458.614,953535.5612
127,100000330,종로1가,1763,126.980129,37.57037,1952460.396,954091.5581
128,100000333,종로2가,1766,126.9855751,37.56996853,1952413.208,954572.2484
129,100000334,종로3가,1767,126.9931553,37.57058964,1952478.48,955242.0158
130,100000335,종로3가,1768,126.9909932,37.57010243,1952425.458,955050.7929
131,100000336,종로4가,1769,126.99688,37.57042081,1952457.981,955570.8351
132,100000338,동대문종합시장종로6가,1771,127.0032061,37.57079206,1952496.197,956129.6973
133,100000343,경복궁역,1777,126.9715056,37.57617809,1953109.024,953333.6672
134,100000344,경복궁역,1778,126.9713156,37.57575544,1953062.228,953316.6261
135,100000345,안국역,1779,126.9852296,37.57661375,1953150.631,954545.777
136,100000346,안국역,1780,126.985506,37.57631851,1953117.741,954570.0039
137,100000347,창덕궁,1781,126.9887919,37.5775279,1953250.334,954860.8821
138,100000348,성대입구,1782,126.9997033,37.58358759,1953917.441,955827.9335
139,100000355,평창동삼성아파트,1293,126.978368,37.610967,1956965.314,953961.0626
140,100000360,창경궁.고궁호텔.메이플레이스호텔,1733,126.9974492,37.57655816,1953138.621,955624.7419
141,100000362,영천시장,13037,126.9630063,37.56961038,1952384.624,952579.0046
142,100000363,영천시장,13036,126.962533,37.56993913,1952421.336,952537.4166
143,100000364,동묘앞,1245,127.0178163,37.57372922,1952815.34,957421.5582
144,100000365,동대문(흥인지문),1037,127.0120461,37.57195293,1952620.9,956911.0036
145,100000366,동묘앞,1041,127.0184514,37.57372552,1952814.642,957477.6379
146,100000367,동묘앞,1044,127.019672,37.57424345,1952871.552,957585.7154
147,100000368,서대문역사거리.적십자병원,1169,126.9675878,37.56710815,1952104.711,952982.0192
148,100000369,안국역.종로경찰서.인사동,1295,126.9847683,37.57640118,1953127.27,954504.9146
149,100000370,안국역.종로경찰서.인사동,1294,126.9855365,37.57633293,1953119.326,954572.7059
150,100000371,창덕궁,1296,126.9890031,37.57722809,1953216.97,954879.35
151,100000374,세종문화회관,1894,126.9765654,37.57223062,1952668.57,953778.0136
152,100000375,인사동.아벤트리호텔,1893,126.9831563,37.57303192,1952754.249,954360.5174
153,100000376,강북삼성병원,1165,126.9686005,37.56814593,1952219.341,953072.1037
154,100000379,서울역사박물관.경희궁앞,1008,126.970609,37.569412,1952358.805,953250.267
155,100000380,서울역사박물관.경희궁앞,1007,126.97038,37.569135,1952328.187,953229.871
156,100000384,광화문,1009,126.9752508,37.57013547,1952436.771,953660.6287
157,100000385,광화문,1010,126.9780855,37.57021681,1952444.401,953911.0063
158,100000386,종로1가,1011,126.9809105,37.57011848,1952432.11,954160.4167
159,100000387,종로1가,1012,126.9813906,37.57022903,1952444.141,954202.8812
160,100000388,종로2가,1013,126.9855427,37.57013868,1952432.101,954569.4906
161,100000389,종로2가,1014,126.9862475,37.5702572,1952444.91,954631.8021
162,100000390,종로3가.탑골공원,1015,126.9895647,37.57024498,1952441.958,954924.7304
163,100000391,종로3가.탑골공원,1016,126.9899878,37.57036054,1952454.576,954962.1632
164,100000392,종로4가.종묘,1017,126.9947219,37.570507,1952468.566,955380.3093
165,100000393,종로4가.종묘,1018,126.9952838,37.57062711,1952481.625,955430.001
166,100000394,종로5가.광장시장,1019,126.9988498,37.57075679,1952494.327,955744.9828
167,100000395,종로5가.광장시장,1020,126.9993346,37.57088063,1952507.838,955787.8674
168,100000396,종로6가.동대문종합시장,1021,127.0034639,37.57096248,1952514.984,956152.5629
169,100000397,종로6가.동대문종합시장,1022,127.0057137,37.57112723,1952532.215,956351.3326
170,100000398,동대문역.흥인지문,1023,127.0134512,37.57230232,1952659.019,957035.2831
171,100000399,JW메리어트동대문호텔,1901,127.0094731,37.57030187,1952438.906,956682.8359
172,100900002,경진빌라,1863,126.9579482,37.60186409,1955965.593,952152.9787
173,100900003,혜화초등학교,1532,126.9998517,37.58725323,1954324.057,955843.2015
174,100900004,명륜시장.성대후문,1864,126.9952305,37.58872461,1954489.482,955436.0822
175,100900005,오거리.한옥마을입구,1530,126.9695411,37.57949632,1953478.144,953162.2782
176,100900006,완성빌라,1865,126.9576665,37.60333997,1956129.48,952129.0585
177,100900007,삼청파출소,1529,126.981251,37.58181366,1953729.468,954197.6497
178,100900008,양현관,1866,126.9937686,37.589768,1954605.936,955307.6405
179,100900009,종로5가입구.혜화경찰서,1528,126.9975411,37.57174724,1952604.83,955630.0024
180,100900010,상명대후문,1868,126.9574634,37.60407158,1956210.752,952111.6001
181,100900011,원서고개,1526,126.9878088,37.58308055,1953866.847,954777.4335
182,100900012,샘미용실,1869,126.9934084,37.59025457,1954660.09,955276.1313
183,100900013,창신쌍용2단지.한성대후문,1524,127.0127581,37.5812648,1953653.68,956979.2352
184,100900014,산정빌라,1870,126.9575782,37.60528358,1956345.16,952122.5101
185,100900015,경희궁자이2.3단지,1523,126.9640686,37.56878711,1952292.75,952672.2943
186,100900016,오거리,1522,126.9622629,37.60706212,1956540.104,952537.1438
187,100900017,국민생활관,1521,126.998862,37.58974563,1954601.043,955757.2982
188,100900018,문방구,1872,126.9579809,37.60613345,1956439.245,952158.5995
189,100900019,마트앞,1873,126.9587565,37.60669871,1956501.563,952227.42
190,100900020,통인시장,1519,126.9687504,37.58045307,1953584.686,953093.0618
191,100900021,양현관,1520,126.9936044,37.58979142,1954608.613,955293.1581
192,100900022,국민은행.세검정지점,1874,126.960786,37.60488731,1956299.565,952405.3999
193,100900023,화정박물관,1875,126.9656867,37.6048591,1956293.962,952837.9536
194,100900024,삼청동주민센터,1518,126.9819072,37.58426383,1954000.984,954257.0878
195,100900025,세검초등학교,1517,126.9614908,37.60425228,1956228.754,952467.2067
196,100900026,빨래터,1516,126.9893714,37.5826599,1953819.427,954915.1464
197,100900027,혜화역4번출구,1876,127.0014561,37.58346324,1953902.822,955982.6191
198,100900028,방송통신대앞,1877,127.0019927,37.57869736,1953373.819,956027.1938
199,100900029,평화동물병원,1513,126.9652008,37.60498061,1956307.687,952795.1413
200,100900030,서울대치과대학,1878,126.9978749,37.57730607,1953221.397,955662.7749
201,100900031,서울국제고등학교,1512,126.9972903,37.58907159,1954527.003,955618.1403
202,100900032,샘미용실,1511,126.9932227,37.59030953,1954666.276,955259.7698
203,100900033,효제초교.연동교회.김마리아활동터,1879,127.0022088,37.57364134,1952812.777,956043.303
204,100900034,박노수미술관,1510,126.9666035,37.58099674,1953646.077,952903.8413
205,100900035,금융연수원,1509,126.9815692,37.5865985,1954260.169,954228.6748
206,100900036,평화동물병원,1508,126.9648837,37.6048012,1956287.942,952767.0384
207,100900037,세탁소,1507,126.9893671,37.58141098,1953680.867,954914.0136
208,100900038,서울대치과대학,1883,126.9977741,37.57760163,1953254.236,955654.0496
209,100900039,낙산공원,1506,127.0087216,37.58040372,1953560.003,956622.3327
210,100900040,명륜3가종점,1503,126.9928637,37.59094838,1954737.325,955228.4584
211,100900041,수성동계곡,1502,126.9642468,37.58207916,1953767.351,952696.4401
212,100900042,서울대학교병원현관.암병원현관,1887,126.9981568,37.57895147,1953403.814,955688.6417
213,100900043,이화사거리,1886,127.0020085,37.57694834,1953179.766,956027.5604
214,100900044,서대문3번출구,1505,126.9662183,37.56641607,1952028.614,952860.6399
215,100900045,통일부,1525,126.9859477,37.58759481,1954368.581,954615.8523
216,100900046,명륜시장.성대후문,1531,126.9952543,37.58851105,1954465.777,955438.0561
217,100900047,평창파출소,1500,126.9668167,37.60568122,1956384.606,952938.2137
218,100900048,가회동주민센터,1564,126.9848497,37.57993901,1953519.736,954514.2545
219,100900049,독립문초등학교,1562,126.9607207,37.57384748,1952855.866,952379.8636
220,100900050,아름다운실버,1561,126.9654637,37.61201006,1957087.444,952822.7871
221,100900051,창덕궁,1558,126.99062,37.57608925,1953089.846,955021.4371
222,100900052,북촌한옥마을입구.정세권활동터,1556,126.9849422,37.58159973,1953703.941,954523.4321
223,100900053,청룡사.보문파크뷰자이아파트,1555,127.0170071,37.58001895,1953513.521,957353.6901
224,100900054,소나무집,1553,126.9641105,37.61127707,1957006.803,952702.891
225,100900055,경복궁역,1552,126.9722765,37.57667748,1953164.047,953402.0498
226,100900056,경복궁,1551,126.9793378,37.57695016,1953190.82,954025.7343
227,100900057,종로3가.1.3.5호선,1550,126.9921807,37.57107299,1952532.57,955156.2409
228,100900058,안국선원.삼거리,1548,126.9849941,37.58279098,1953836.079,954528.7392
229,100900059,사우디대사관앞.경남빌라,1547,126.9850312,37.58410567,1953981.92,954532.8145
230,100900060,종로센트레빌후문.e편한세상보문아파트,1546,127.0161855,37.58177439,1953708.652,957282.1487
231,100900061,경희궁자이4단지,1545,126.9621148,37.57070222,1952506.208,952500.9705
232,100900062,언덕앞,1544,126.9637922,37.60895398,1956749.226,952673.3258
233,100900063,혜화우체국,1543,127.0006137,37.58603766,1954188.837,955909.7599
234,100900064,새마을금고,1542,126.9965181,37.58773706,1954379.308,955549.1723
235,100900065,광화문새마을금고,1541,126.9711466,37.57936877,1953463.194,953303.9598
236,100900066,종로4가.종묘공원,1539,126.9944624,37.57063281,1952482.647,955357.4685
237,100900067,인왕빌딩,1538,126.9577443,37.60792833,1956638.5,952138.8659
238,100900068,중앙중고,1537,126.9869653,37.58309218,1953868.544,954702.9655
239,100900069,감사원,1536,126.9852901,37.58621065,1954215.333,954556.9529
240,100900070,명신초.삼선푸르지오.힐스테이트,1535,127.0145563,37.58210621,1953746.208,957138.4897
241,100900071,영천시장,1534,126.9628352,37.57000501,1952428.492,952564.1452
242,100900072,청련사입구,1533,126.9624312,37.60798038,1956641.896,952552.5821
243,100900073,한국사회과학자료원,1594,126.9641433,37.57363321,1952830.364,952681.9571
244,100900074,파라과이대사관,1593,126.9699479,37.61240596,1957129.124,953218.8055
245,100900075,혜화역1번출구,1592,127.0019407,37.58345422,1953901.594,956025.4003
246,100900076,서울대병원장례식장,1591,126.997431,37.5805554,1953582.105,955625.5071
247,100900077,완성빌라,1590,126.9575011,37.60340209,1956136.456,952114.4986
248,100900078,낙원상가,1589,126.9872919,37.57367762,1952823.885,954726.1018
249,100900079,힐탑,1586,126.9690206,37.61160556,1957040.785,953136.4612
250,100900080,상명대후문,1584,126.9573354,37.60402558,1956205.714,952100.2722
251,100900081,수운회관,1583,126.9865172,37.57515983,1952988.703,954658.5913
252,100900082,넓은마당,1581,126.962888,37.57527281,1953012.903,952572.1487
253,100900083,화인빌라,1580,126.9685386,37.61293453,1957188.47,953094.7549
254,100900085,서울대어린이병원응급실.갑상선센터,1578,126.999503,37.57811888,1953310.808,955807.0161
255,100900086,헌법재판소.안국역,1576,126.9856756,37.57755843,1953255.223,954585.7328
256,100900088,무악현대아파트후문,1574,126.962001,37.57630608,1953127.988,952494.481
257,100900089,혜원사,1573,126.9676873,37.61431026,1957341.527,953020.4866
258,100900090,이화사거리,1572,127.0020107,37.57646986,1953126.68,956027.4732
259,100900091,산정빌라,1571,126.9574922,37.60515199,1956330.605,952114.8348
260,100900092,아름다운가게.정독도서관,1570,126.985022,37.57889917,1953404.288,954528.8357
261,100900093,쌍용아파트입구.창신역,1569,127.0149636,37.58051123,1953569.067,957173.5382
262,100900094,천사유치원,1568,126.9618604,37.57464802,1952944.105,952481.0123
263,100900095,보현산신각,1567,126.9657791,37.61348252,1957250.649,952851.5536
264,100900096,원남로터리,1566,126.9975115,37.57623737,1953103.002,955630.0527
265,100900097,문방구,1565,126.9579797,37.60626861,1956454.241,952158.5801
266,100900098,평창공원지킴터입구,1795,126.9770474,37.61723737,1957661.635,953848.3819
267,100900099,통인시장.종로구보건소,1793,126.9687505,37.58033503,1953571.59,953092.9966
268,100900100,삼청파출소,1792,126.9813258,37.58164517,1953710.739,954204.1509
269,100900101,종로사우나,1790,126.9877504,37.57380111,1952837.365,954766.6639
270,100900102,종로도서관,1776,126.9671252,37.57648423,1953145.174,952947.0654
271,100900103,밀알기도원,1732,126.9757439,37.6163964,1957568.974,953732.8235
272,100900104,오거리.한옥마을입구,1729,126.9697393,37.57946844,1953474.952,953179.7612
273,100900105,정독도서관,1728,126.9802007,37.58019153,1953550.013,954103.9182
274,100900106,인사동들머리.3.1독립선언터,1727,126.983297,37.57194702,1952633.816,954372.28
275,100900107,종로5가.3번출구,1725,127.0020898,37.57141925,1952566.303,956031.4884
276,100900108,활터앞,1724,126.9653294,37.57681261,1953182.507,952788.7021
277,100900109,제1놀이터,1723,126.9741212,37.61457226,1957367.394,953588.4805
278,100900110,성균관대학교,1722,126.9972179,37.58503111,1954078.764,955609.349
279,100900111,광화문새마을금고,1721,126.9710277,37.57949309,1953477.046,953293.5389
280,100900112,상명초등학교,1714,126.9567154,37.60092381,1955861.902,952043.5547
281,100900113,단군성전앞,1699,126.9653175,37.57556009,1953043.552,952786.8605
282,100900114,무애사,1698,126.9718458,37.61390043,1957293.985,953387.2439
283,100900115,서교빌라,1684,126.9571554,37.60198906,1955979.863,952083.0777
284,100900116,종각역YMCA,1683,126.9850715,37.57033935,1952454.593,954528.0017
285,100900117,동대문역.2번출구,1682,127.0117218,37.57204945,1952631.757,956882.4216
286,100900118,종로문화센터,1667,126.9646262,37.57464708,1952942.605,952725.2402
287,100900119,EN갤러리,1607,126.9707008,37.61340635,1957239.738,953285.881
288,100900120,경진빌라,1597,126.9578304,37.60200372,1955981.145,952142.6698
289,100900121,금강제화,1596,126.9874384,37.57054454,1952476.215,954737.1422
290,100900122,창신초교,1825,127.0157201,37.57603721,1953072.352,957237.7754
291,100900123,교남동새마을금고,1824,126.9623375,37.57149436,1952593.98,952521.1395
292,100900124,형제봉매표소,1823,126.9816862,37.61286432,1957174.192,954255.0893
293,100900125,현대사거리,1819,126.9866354,37.57924178,1953441.519,954671.5032
294,100900126,대신중고,1817,126.9616893,37.57261781,1952718.949,952464.6132
295,100900127,연화정사,1816,126.9794938,37.614649,1957373.266,954062.6908
296,100900128,이화사거리,1815,127.0022813,37.57532007,1952998.99,956050.6916
297,100900129,교육과정평가원,1814,126.9817445,37.58741852,1954351.061,954244.6538
298,100900131,재동초등학교,1812,126.9853617,37.57879109,1953392.132,954558.7648
299,100900133,카센터.터널앞,1810,126.9658593,37.57416446,1952888.441,952833.8222
300,100900134,감람산기도원,1809,126.979873,37.61594393,1957516.747,954096.9534
301,100900135,금융연수원,1807,126.9818479,37.58587767,1954180.061,954252.8397
302,100900137,충신시장,1804,127.0054049,37.57497665,1952959.433,956326.3114
303,100900138,사직동주민센터,1803,126.9689039,37.57622069,1953115.046,953103.9608
304,100900139,명동의류,1802,126.9783685,37.616305,1957557.543,953964.3976
305,100900140,박노수미술관,1801,126.9668945,37.58102656,1953649.24,952929.554
306,100900141,삼청동주민센터,1800,126.9822105,37.58468468,1954047.527,954284.124
307,100900142,상명대입구,1799,126.9569583,37.60002101,1955761.616,952064.4168
308,100900143,대학로입구.이화사거리,1797,127.0025802,37.57598417,1953072.529,956077.4752
309,100900144,운현궁,1798,126.9869814,37.57527161,1953000.88,954699.6489
310,100900145,배화여중고,1796,126.9678157,37.57675563,1953174.939,953008.2077
311,100900146,귀빈예식장,1853,126.9733337,37.60899526,1956749.038,953515.5078
312,100900147,감사원,1851,126.9855618,37.58626565,1954221.303,954580.9745
313,100900148,청룡사.보문파크뷰자이아파트,1850,127.0171509,37.57978465,1953487.462,957366.2535
314,100900149,강북삼성병원,1849,126.9683377,37.56853152,1952262.252,953049.1377
315,100900150,북악파크,1848,126.9778558,37.61100832,1956970.15,953915.8813
316,100900151,혜화초등학교,1847,126.9999909,37.58738929,1954339.087,955855.5715
317,100900152,상명대입구,1846,126.9574023,37.59985447,1955742.913,952103.5032
318,100900153,사우디대사관,1845,126.9852486,37.58386331,1953954.926,954551.8618
319,100900154,서울시교육청,1843,126.966825,37.56924297,1952341.941,952915.9987
320,100900155,북악휴게실,1842,126.9781123,37.61326379,1957220.259,953939.9112
321,100900156,세검정교회,1840,126.9594705,37.59956325,1955709.55,952285.884
322,100900157,안국선원.삼거리,1839,126.9852205,37.58274325,1953830.674,954548.6998
323,100900158,창신역.4번출구,1838,127.0155055,37.57835935,1953330.08,957220.1545
324,100900159,스위스대사관,1837,126.9658058,37.56998879,1952425.197,952826.4642
325,100900160,보현빌라,1836,126.9782816,37.61526153,1957441.817,953956.0849
326,100900161,하림각,1835,126.9629664,37.59768473,1955499.366,952593.2877
327,100900162,북촌한옥마을입구.정세권활동터,1833,126.9851687,37.58128077,1953668.444,954543.237
328,100900163,숭인1동주민센터,1832,127.0155607,37.577415,1953225.283,957224.4883
329,100900164,월암공원,1831,126.9639861,37.57118847,1952559.211,952666.5284
330,100900165,지구촌교회,1830,126.9793482,37.61304685,1957195.585,954048.8549
331,100900166,부암슈퍼,1829,126.9638602,37.59476007,1955174.437,952670.3362
332,100900167,볼링장,1827,126.9879589,37.57925544,1953442.397,954788.3732
333,100900168,가회동주민센터,1826,126.9851294,37.57994265,1953520.005,954538.9533
334,100900169,새마을금고,1862,126.996569,37.58784069,1954390.781,955553.7278
335,100900170,상명초등학교,1861,126.9568174,37.60090493,1955859.755,952052.5464
336,100900171,서울국제고등학교,1858,126.9971408,37.58907429,1954527.373,955604.9432
337,100900172,통일부,1856,126.9861073,37.58753085,1954361.408,954629.9042
